reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sentiment_rating,cleaned_content,year
e3af646a-5478-4371-924d-1e82c6f82781,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Good,5,0,4.4.3,2022-04-27 08:00:48,,,4.4.3,Positive,god,2022
2853a98b-aeb3-4558-b90e-96982308a979,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasi tidak jelas,1,0,,2022-04-21 18:42:10,,,,Negative,,2022
f82f8821-19f7-4e47-8122-a52676cc4aba,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Driver kalau malam tdk ada yg mau, aplikasi sering error, kemudian mapnya juga gak terbaca jelas! Belum lagi tarifnya jarak dekat sj udah naik dan PROMOnya hanya 1x dalam 1 tahun. Tolong lh lebih diperbaiki terutama untuk driver2nya, banyak yg gak tau jln!",1,74,4.4.5,2022-04-19 07:06:43,,,4.4.5,Negative,malam tdk eror map gak baca tarif jarak sj udah promonya x tolong lh baik gak tau jln,2022
36b7fc5a-5cc0-4c66-8f66-4f78936e0872,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Ongkosnya memang murah, cuman maps tidak update. Jadi repot cari lokasi tujuan. Tolong diperbaiki biar mudah penggunaanya..",3,9,4.4.3,2022-04-19 00:40:13,,,4.4.3,Neutral,ongkos murah cuman maps update repot cari lokasi tuju tolong baik biar mudah pengunanya,2022
08dfb560-a940-4a62-86f8-a05483dcd191,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Plss kenapa alamatnya gabisa sesuai,1,0,4.4.3,2022-04-18 11:38:06,,,4.4.3,Negative,pls alamat gabisa sesuai,2022
dde90fe0-566d-4a49-bcb9-22aa4c4b3f83,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Tambah update tambah ribet tambah gak nemu warung Habis isi saldo malah sekarang kantornya buyar di banyuwangi Saldo saya balikin kang tolooooonng balikin,1,4,4.0.3,2022-04-18 03:25:53,,,4.0.3,Negative,update ribet gak nemu warung habis isi saldo kantor buyar banyuwangi saldo balikin kang tolong balikin,2022
b537e10c-1ab3-4a2f-a055-1445c2a69d69,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"SAYA UDA POSTING TAPI HAPUS LAGI POSTINGAN SAYA INI UDA JAMAN CANGGIH BISA SAYA SCREENSHOOT SEBAGAI BUKTI,KALAU SEMALAM SAYA DICANCEL DRIVER TAPI SHOPEEPAY SAYA MASIH TERPOTONG,LOGIKA NYA DIMANA?PELANGGAN DICANCEL TAPI TETAP HARUS BAYAR? ENAK KALI YA SITU.",1,0,,2022-04-10 08:21:42,,,,Negative,uda posting hapus postingan uda jaman cangih screnshot buktikalau malam dicancel shopepay terpotonglogika dimanapelangan dicancel bayar enak kali situ,2022
04a78549-dd01-4448-ab61-72294d674188,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Driver tidak ditemukan ketika dipesan Apk tidak berfungsi sama sekali,1,2,4.4.3,2022-04-09 06:59:52,,,4.4.3,Negative,temu pes apk fungsi,2022
d92f29cc-1d11-4f69-bcf1-1c37a396971f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi ga jelas, memasan drivernya susah banget, drivernya menunggu lama. Buang2 waktu saya menunggu. Kalau ga niat ambil orderan Ngapain diterima orderan kalau menurut anda ongkosnya murah!!",1,1,,2022-04-07 08:21:33,,,,Negative,ga mas susah tungu buang tungu ga niat ambil ngapain terima ongkos murah,2022
12307449-fb9b-4430-9d63-765dc8e41a40,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasi yg mempermuda kita semua,5,2,,2022-04-06 13:46:16,,,,Positive,muda,2022
427cc030-9408-42df-ae18-f6935ade401c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Saya kasih bintang 1 karna tiap pesan lama kali datangnya yg parahnya tiap ngorder selalu d batalkan Klo emang ngk mau kenapa d terima klo ujung2 nya d batalkan?!!!!!!,1,4,4.4.3,2022-04-05 04:38:04,,,4.4.3,Negative,kasih bintang karna pesan kali datang parah ngorder d batal klo emang ngk d terima klo ujung d batal,2022
39741110-2b92-4c9e-befc-1e5ba969ace8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Permisi saya order pesan ojek terus bayar melalu shopee pay terus di batalkan driver, kenapa uang saya tidak kembali",1,2,4.4.3,2022-04-03 11:20:16,,,4.4.3,Negative,permisi pesan ojek bayar lalu shope pay batal uang,2022
b471ff89-0edb-4797-9077-b6abdeac9e47,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Baru download langsung suka, ongkirnya murah harga makanannya jg murah2🤩",5,1,4.4.3,2022-04-01 04:48:56,,,4.4.3,Positive,download langsung suka ongkirnya murah harga makananya jg murah,2022
aa8afb45-4e26-4f23-a790-8f5e58ef296a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,knapa punya qu gak bisa di cari alamat yg dituju😭😭,1,0,,2022-04-01 01:55:31,,,,Negative,knapa qu gak cari alamat tuju,2022
1dfe12e6-2dd9-4ecb-acd1-256ce31169a7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Mantp dan harga murah. Kmrn sll salah ngasih tanda kepuasan pelanggan, maksud hati buat bintang 5 ternyata salah klik gambar hatinya. Sukses selalu utk okejek",5,4,4.4.0,2022-03-30 04:18:52,,,4.4.0,Positive,mantp harga murah kmrn sl salah ngasih tanda puas pelang maksud hati bintang salah klik gambar hati sukses utk okejek,2022
ec609814-5102-401a-80ed-89abc9ab7143,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Ok,5,0,4.4.3,2022-03-29 05:57:19,,,4.4.3,Positive,,2022
d0cb9dbc-623d-43fc-8b23-7dadbea4fb19,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasinya sederhana, mudah utk dimengerti dan pengoperasiannya jg memudahkan kita",5,15,4.4.3,2022-03-26 17:15:26,,,4.4.3,Positive,sederhana mudah utk erti pengoperasianya jg mudah,2022
b94b6750-040f-41e9-b208-4bc385e63a72,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Susah kali apk ini drevernya malas"" semua jarak dekat aja gac mau mending apkini dhps aja gac ada gunanya",1,0,4.4.3,2022-03-26 09:51:13,,,4.4.3,Negative,susah kali apk drevernya malas jarak gac mending apkini dhps gac guna,2022
07dab24f-0098-4e3a-b197-c9d2b0120fa5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Gasss,5,0,4.4.3,2022-03-26 01:29:50,,,4.4.3,Positive,gas,2022
c356b766-4548-4538-8335-f9768df5c834,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasi sgt membantu. Driver cepat respon dan ramah,5,0,,2022-03-25 13:24:22,,,,Positive,sgt bantu cepat respon ramah,2022
71ca092d-fb50-4661-9d7c-3d739f2242cf,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"setiap gofood driver tidak ada ,, sampai bulk balik ,, perbanyak drivernya.",1,2,4.4.3,2022-03-24 15:38:49,,,4.4.3,Negative,gofod bulk banyak,2022
c68e2c41-e682-439c-a3f2-63c2da1a6cd4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Kontool,1,0,,2022-03-24 08:28:55,,,,Negative,kontol,2022
b005ae96-4aa9-44f9-abc2-304f84641d1c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tolong driver a/n ""KORNIADI DRIVER JEMBER"" ditindaklanjuti dia ngeklik selesai tapi tidak menjemput saya tks",1,2,4.4.3,2022-03-20 23:22:08,,,4.4.3,Negative,tolong an korniadi jember ditindaklanjuti ngeklik selesai jemput tks,2022
3394b693-13ab-4826-84ad-de78844e6c99,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi pelayanan yang tdk ada layanannya Pesan makan aja susah betul, selalu gak ada driver nya 😤😤😤",1,9,4.4.3,2022-03-20 13:42:17,,,4.4.3,Negative,tdk layananya pesan susah gak,2022
23b3de39-3b51-4e49-a5cb-b7fb126d906f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Saya kasih bintang 5 apabenar dikota Medan ini yg beli atribut itu yg mendapatkan bonus dan yg TDK beli atribut di anak tirikan mohon dijawab ya pak,5,0,,2022-03-20 08:59:20,,,,Positive,kasih bintang apabenar kota medan beli atribut bonus tdk beli atribut anak tiri mohon,2022
31e41cc1-8076-4c7a-8a4f-a66ca98b82ed,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Driver nya tidak ada bang oke JEK,1,0,4.4.3,2022-03-13 09:59:18,,,4.4.3,Negative,bang jek,2022
69d05c9e-1070-4311-810b-888531296329,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Kenapa kok ngak keliatan maps nya kenapa kayak gini apk ini,1,0,4.4.3,2022-03-10 00:37:01,,,4.4.3,Negative,ngak liat maps kayak gin apk,2022
5744235c-93ba-4863-ab93-b3f8d2458541,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Lebih mudah & murah penggunaannya,5,0,4.4.0,2022-03-09 06:05:10,,,4.4.0,Positive,mudah murah pengunanya,2022
312c99ab-20dd-47db-a4ab-bc47f236a453,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Ini gimana sih apk nya, stiap mu order pasti gak ada driver nya, gak berguna, bikin saya susah aja👎👎👎👎👎",1,8,4.4.3,2022-03-09 06:02:38,,,4.4.3,Negative,gimana sih apk stiap mu gak gak guna bikin susah,2022
7048338c-c92e-4c11-be61-fa38698140cb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,perlu banyak promo di surabaya dan sidoarjo..saya menjadi mitra driver online terus tiap hari tetap tidak ada customer yg pakai aplikasi okejek dan masih kalah dengan aplikasi sebelum2 nya,1,2,,2022-03-09 04:30:57,,,,Negative,promo surabaya sidoarjosaya mitra online customer pakai okejek kalah,2022
3aff4167-de51-4cf6-939c-8d8bed392e6c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasi ga guna ini,1,0,4.4.0,2022-03-07 11:22:39,,,4.4.0,Negative,ga,2022
f905daf8-91d2-4015-b755-4de4e82982fb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Ongkir mahal,1,0,4.4.3,2022-03-03 13:15:14,,,4.4.3,Negative,ongkir mahal,2022
00e12858-cea9-4e98-bc29-0e23c90a2323,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Pelayanan dari admin OK jek nya ramah sekali, tapi app nya masih butuh banyak pengembangan seperti penampilan dan fitur nya.",4,60,4.4.3,2022-03-02 13:36:20,,,4.4.3,Positive,admin jek ramah ap butuh kembang tampil fitur,2022
44433f48-d465-415b-8265-ba5a4c56b62d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi ga worth it, setiap mau pesan drivernya selalu tdk tersedia. dan lebih parahnya pas udh dapat driver pasti pesanan saya dibatalkan sepihak oleh sang driver. ini namanya ga niat nyari rezeki pdhl kan pesanan dan ongkirnya toh saya jg bayar",1,66,4.4.3,2022-03-02 03:12:31,,,4.4.3,Negative,ga worth it pesan tdk sedia parah pas udh pesan batal sang nama ga niat nyari rezeki pdhl pesan ongkirnya jg bayar,2022
14d52c3a-1408-402a-91f7-9b18cb28f7de,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Saya kecewa karna setiap pesen mesti di batalkan,1,3,4.4.2,2022-02-26 11:49:49,,,4.4.2,Negative,kecewa karna sen mesti batal,2022
17633e41-a1d1-47e0-9f33-38d22fda2428,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Kok eror ya aplikasi nya jadi saya ga bisa pesan apa yang saya mau,1,0,,2022-02-26 10:12:51,Jika ada kendala bisa langsung chat melalui whatsapp di 0817381500,2022-03-15 13:59:22,,Negative,eror ga pesan,2022
d01ad351-d1e3-4b13-90b8-eab14ce01ed5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Susah bgt sih mw daftar ada masalah koneksi dg server pdhl internet masih banyak kuota kok masalah koneksi apaan coba,2,9,4.4.2,2022-02-26 09:46:19,,,4.4.2,Negative,susah bgt sih mw daftar koneksi dg server pdhl internet kuota koneksi apan coba,2022
2c0344b6-5a53-4eb6-a265-8520ca723e3e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ga guna jadi nya aplikasi order makanan dari tadi balasan sistem ga ada driver jadi buat apa ada aplikasi kalau driver ga ada,1,6,4.4.2,2022-02-26 02:08:22,,,4.4.2,Negative,ga balas sistem ga ga,2022
73104bd3-3db1-4151-a850-f79a3d766b9f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Menurut ku g bagus sih kek dimainin kalau mau order masak di terima orderanya terus di batalin terima batalin sangat menjengkelkan ⭐,1,0,4.4.0,2022-02-22 10:56:43,,,4.4.0,Negative,ku g bagus sih kek dimainin masak terima orderanya batalin terima batalin jengkel,2022
ebc1c9f0-74d6-404c-9448-06277dbf27ba,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mantab,5,0,,2022-02-22 02:50:51,,,,Positive,mantab,2022
17a2cd6c-a1b2-4397-8ef8-c191025a04b0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Apa lah maksudnya, drivernya ga mau antar tp dibuat orang lama nunggu dulu, mana dibatalkan , dipesan lagi orangnya itu itu aja lagi, owalah owalah , yaudah lah ya pakek maxim aja",1,9,4.4.0,2022-02-20 13:29:40,,,4.4.0,Negative,maksud ga tp orang nungu batal pes orang owalah owalah yaudah pakek maxim,2022
e46fd264-8555-4f93-a4a8-ec4d0512161f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Driver okejek ada berapa uamta sih.. Dari tadi ngorder drivernya itu² aja, dah gtu di censel pulak,, klo memang tuh derivernya gak mau ngambil, atau di cansel alasannya jauh,, tolong pihak okejeknya campakan orderan saya ke driver terdekat...",3,8,4.4.0,2022-02-20 11:15:49,,,4.4.0,Neutral,okejek uamta sih ngorder dah gtu censel pulak klo tuh derivernya gak ngambil cansel alasanya tolong okejeknya campa dekat,2022
5e370d86-4381-4083-9d9c-8fda8f7e092a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Kalau ada pantauan buat driver untuk menuju Custamer,5,0,4.4.0,2022-02-18 11:55:09,,,4.4.0,Positive,pantau custamer,2022
229c7428-3570-4318-9a14-2ef2bb49aac6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gak bisa daftar,1,0,4.4.0,2022-02-18 02:56:25,Gunakan akun google,2022-02-19 07:39:12,4.4.0,Negative,gak daftar,2022
da40d6ff-d6ad-4f80-916e-fef080d1cce1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Banyak driver yg gak niat, uda nunggu lama ternyata dibatalkan sama driver,terus posisi driver juga gak jelas di maps antara gerak dan tidak",1,5,4.4.0,2022-02-15 08:46:41,,,4.4.0,Negative,gak niat uda nungu batal driverterus posisi gak maps gerak,2022
aa51f2c6-6cf1-45d6-ad4a-83d57b0dd89b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Di pesan asik di batalin terus,1,0,4.4.0,2022-02-11 13:23:46,,,4.4.0,Negative,pesan asik batalin,2022
c773bc5b-e5a7-4d7d-9955-005af1185f15,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Pelayanan terburuk, driver tidak ada yang pernah mau ambil orderan dengan alasan jauhlah, saat dj order lagi orangnya itu"" juga yang ambil, kemudian saat order titik si ojol jauhnya bukan main. Ini aplikasi seperti ga niat nyari penumpang.",2,3,,2022-02-10 06:32:03,,,,Negative,buruk ambil alas jauh sat dj orang ambil sat titik si ojol jauh main ga niat nyari tumpang,2022
f9e476ca-c00a-44b3-a3e3-b970ccb6ae4a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Lumayan murah sih tapi lama banget drivernya. Lebih diperbanyak drivernya biar makin maju👍👍👍,3,3,4.4.0,2022-02-09 15:05:05,,,4.4.0,Neutral,lumayan murah sih banyak biar maju,2022
52463a60-ce66-40bf-8fce-e712dbcf21f5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Setelah update saat mau login/masukkan akun awalnya berhasil tapi pas mau order eror:v, trs di apk tidak ada fitur bantuan pemulihan akun/ganti sandi, saat mau reset sandi malah eror tidak diketahui:/. Lebih suka Oke Jack Yang sebelum update terbaru ini",4,24,4.4.0,2022-02-01 16:24:38,,,4.4.0,Positive,update sat loginmasukan akun hasil pas erorv trs apk fitur bantu pulih akunganti sandi sat reset sandi eror suka update baru,2022
7af242f8-adc1-4bc7-bf62-70e21c524493,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Gsuka,1,0,,2022-01-31 13:33:46,,,,Negative,gsuka,2022
08a8976c-0f24-47f6-957d-270831945de9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Pas,5,0,,2022-01-30 11:41:22,,,,Positive,pas,2022
ec5ea3ac-d585-43ba-a82c-b5314ab49e0c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Google maps tak sesuai tak akurat ongkirnya tambah mahal gps ga jelas, Tak ada respon dari pihak OkeJek . PERCUMA SAJA",1,1,,2022-01-29 03:53:11,,,,Negative,gogle maps sesuai akurat ongkirnya mahal gps ga respon okejek,2022
561b0a94-c0c1-4dda-ba9a-b30130625a25,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Ga pernah dpt drever,1,0,4.4.0,2022-01-26 04:52:31,,,4.4.0,Negative,ga dpt drever,2022
5f7f01d4-13a2-49d8-adc6-fc07529df56b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi bodoh, ojek ga jelas, tidak rekomen, uninstal semua kalo anda orang pintar, kalo bodoh ya lanjut instal aja gapapa, salam orang pintar",1,0,3.1.1,2022-01-22 08:12:54,,,3.1.1,Negative,bodoh ojek ga rekomen uninstal kalo orang pintar kalo bodoh instal gapapa salam orang pintar,2022
563e055f-30e8-4703-9f42-ef34493fc5b6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Setiap mau deliv gk ada kurir nya, udah 2 hari ini gk ada kurirnya.",1,0,4.4.0,2022-01-21 06:49:34,,,4.4.0,Negative,deliv gk kurir udah gk kurir,2022
976e95d0-1d22-4dac-87e0-fa39f7ee66aa,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mantaf,5,0,,2022-01-20 02:48:18,,,,Positive,mantaf,2022
b05b858e-36d3-48c7-8547-d7daeeb6b2f9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Suka driver minta cancel niat enggak si buat aplikasi ya tolong driver perbanyak,1,0,4.4.0,2022-01-16 14:39:11,,,4.4.0,Negative,suka cancel niat engak si tolong banyak,2022
f42c339e-213c-4510-9009-c13f1aac42c1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Oke dech,4,0,4.4.0,2022-01-14 01:01:16,,,4.4.0,Positive,dech,2022
912dd33d-3ae7-49c8-9457-a86f75164df8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,😇😆,4,0,4.4.0,2022-01-12 11:43:40,,,4.4.0,Positive,,2022
